DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB14014,,SR-9011,1379686-29-9,VYI79FLZ6W,"1-Pyrrolidinecarboxamide, 3-((((4-chlorophenyl)methyl)((5-nitro-2-thienyl)methyl)amino)methyl)-n-pentyl-",PPUYOYQTTWJTIU-UHFFFAOYSA-N,CCCCCNC(=O)N1CCC(CN(Cc2ccc(Cl)cc2)Cc2ccc([N+](=O)[O-])s2)C1
DB14015,,Sodium bisulfite,7631-90-5,TZX5469Z6I,Bisulfite de sodium | Natriumbisulfit | Natriumhydrogensulfit | primäres Natriumsulfit | saures Natriumsulfit | Sodium bisulfite | sodium bisulphite | sodium hydrogen sulfite | sodium hydrogensulfite,DWAQJAXMDSEUJJ-UHFFFAOYSA-M,O=S([O-])O.[Na+]
DB14017,,H3B-8800,1825302-42-8,90YLS47BRX,"(2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E,6R)-6-(2-pyridinyl)-2,4-heptadien-2-yl]oxacyclododec-4-en-6-yl 4-methyl-1-piperazinecarboxylate | (2S,3S,4E,6S,7R,10R)-7,10-Dihydroxy-3,7-Dimethyl-12-Oxo-2-[(2E,4E,6R)-6-(Pyridin-2-Yl)Hepta-2,4-Dien-2-Yl]Oxacyclododec-4-En-6-Yl 4-Methylpiperazine-1-Carboxylate | 1-PIPERAZINECARBOXYLIC ACID, 4-METHYL-, (2S,3S,4E,6S,7R,10R)-7,10-DIHYDROXY-3,7-DIMETHYL-2-((1E,3E,5R)-1-METHYL-5-(2-PYRIDINYL)-1,3-HEXADIEN-1-YL)-12-OXOOXACYCLODODEC-4-EN-6-YL ESTER",YOIQWBAHJZGRFW-WVRLKXNASA-N,C/C(=C\C=C\[C@@H](C)c1ccccn1)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C)CC2)/C=C/[C@@H]1C
DB14018,,Bromotheophylline,10381-75-6,FZG87K1MQ6,8-Bromotheophylline | Bromotheophylline,SKTFQHRVFFOHTQ-UHFFFAOYSA-N,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O
DB14019,,Fosnetupitant,1703748-89-3,T672P80L2S,Fosnetupitant,HZIYEEMJNBKMJH-UHFFFAOYSA-N,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
DB14020,,Benzoin,119-53-9,L7J6A1NE81,"(+-)-Benzoin | 2-Hydroxy-1,2-diphenylethanone | Aerozoin | alpha-Hydroxy-alpha-phenylacetophenone | alpha-Hydroxybenzyl phenyl ketone | Benzoin extract (resinoid) | Benzoylphenylcarbinol | Hydroxy-2-phenyl acetophenone | Phenyl-alpha-hydroxybenzyl ketone | phenyl-α-hydroxybenzyl ketone | Phenylbenzoyl carbinol | α-hydroxy-α-phenylacetophenone",ISAOCJYIOMOJEB-UHFFFAOYSA-N,O=C(c1ccccc1)C(O)c1ccccc1
DB14025,,Clinafloxacin,105956-97-6,8N86XTF9QD,Clinafloxacin,QGPKADBNRMWEQR-UHFFFAOYSA-N,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
DB14026,,Thiosalicylic acid,147-93-3,CIP6LXN5XW,2-Carboxythiophenol | 2-Mercaptobenzoic acid | 2-Sulfanylbenzoic acid | 2-Thiosalicylic acid | o-Benzoic acid thiol | o-Carboxythiophenol | o-Mercaptobenzoic acid | o-Mercaptobenzösäure | o-Sulfhydrylbenzoic acid | o-Thiosalicylic acid | Thiophenol-2-carboxylic acid | Thiosalicylate | Thiosalicylic acid,NBOMNTLFRHMDEZ-UHFFFAOYSA-N,O=C(O)c1ccccc1S
DB14027,,Taspoglutide,275371-94-3,2PHK27IP3B,Taspoglutida | Taspoglutide | Taspoglutidum,WRGVLTAWMNZWGT-VQSPYGJZSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NC(C)(C)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C
DB14028,,Nordazepam,1088-11-5,67220MCM01,Desmethyldiazepam | N-desmethyldiazepam | Nordazepam | Nordazepam CIV | Nordazepamum | Nordiazepam,AKPLHCDWDRPJGD-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
DB14029,,Furafylline,80288-49-9,C2087G0XX3,Furafilina | Furafylline | Furafyllinum,HMZQULPVMKITSP-UHFFFAOYSA-N,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1
DB14030,,PZM21,1997387-43-5,M8GB23F27E,,MEDBIJOVZJEMBI-YOEHRIQHSA-N,C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc1ccc(O)cc1)N(C)C
DB14031,,Tretamine,51-18-3,F7IY6HZG9D,"2,4,6-tri(1-aziridinyl)-1,3,5-triazine | 2,4,6-tris(1-aziridinyl)-1,3,5-triazine | 2,4,6-tris(1-aziridinyl)-s-triazine | 2,4,6-tris(aziridin-1-yl)-1,3,5-triazine | TEM | Tretamina | Tretamine | Tretaminum | Triaethylenmelamin | Triethylenemelamine | Trisaziridinyltriazine",IUCJMVBFZDHPDX-UHFFFAOYSA-N,C1CN1c1nc(N2CC2)nc(N2CC2)n1
DB14033,DBSALT000856,Acetyl sulfisoxazole,80-74-0,WBT5QH3KED,Acetyl sulfisoxazole | Acetylsulfisoxazole | Sulfisoxazole acetyl,JFNWFXVFBDDWCX-UHFFFAOYSA-N,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
DB14034,,Darglitazone,141200-24-0,AVP9C03Z3K,Darglitazone,QQKNSPHAFATFNQ-UHFFFAOYSA-N,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1
DB14035,,Englitazone,109229-58-5,ZQW5577C3O,Englitazone,MVDXXGIBARMXSA-PYUWXLGESA-N,O=C1NC(=O)C(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1
DB14037,,Madecassic acid,18449-41-7,M7O1N24J82,6β-hydroxyasiatic acid | Brahmic acid | Madecassic acid,PRAUVHZJPXOEIF-AOLYGAPISA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@]43C)[C@H]12
DB14038,,beta-Sitosterol,83-46-5,S347WMO6M4,"(-)-β-Sitosterol | (24R)-Ethylcholest-5-en-3beta-ol | (24R)-ethylcholest-5-en-3β-ol | (24R)-Stigmast-5-en-3beta-ol | (3β)-Stigmast-5-en-3-ol | 22,23-Dihydrostigmasterol | 24α-Ethylcholesterol | Azuprostat | Cupreol | Nimbosterol | Sitosterol | Triastonal | α-Dihydrofucosterol | β-Sitosterin",KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
DB14043,,Palmidrol,544-31-0,6R8T1UDM3V,Hydroxyethylpalmitamide | Monoethanolamine palmitic acid amide | N-(2-Hydroxyethyl)palmitamide | N-hexadecanoylethanolamine | N-palmitoylethanolamine | Palmidrol | palmidrolum | Palmitamide MEA | Palmitic acid monoethanolamide | Palmitinsaeure-beta-hydroxyethylamid | Palmitoyl ethanolamide | Palmitoyl-EA | Palmitoylethanolamide,HXYVTAGFYLMHSO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCCO
DB14044,,Hopantenic acid,18679-90-8,H473MVB16U,Acide hopantenique | Acido hopantenico | Acidum hopantenicum | D-Homopantothenic acid | Hopantenic acid | Hopanteninsaeure | N-pantoyl-GABA | Pantocalcin,SBBDHANTMHIRGW-QMMMGPOBSA-N,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)O
DB14045,DBSALT002201,Cholesteryl chloride,910-31-6,39EHZ05V39,3-Chlorocholest-5-ene | 3-Chlorocholestene | Cholesterol chloride | Cholesteryl chloride,OTVRYZXVVMZHHW-DPAQBDIFSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](Cl)CC[C@]4(C)[C@H]3CC[C@]12C
DB14048,,Sodium zirconium cyclosilicate,17141-74-1,D652ZWF066,Sodium zirconium cyclosilicate | Sodium zirconium silicate,ARVUQMBOTBOHPL-UHFFFAOYSA-N,[Na+].[Na+].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1.[Zr]
DB14049,,Nitrate,14797-55-8,T93E9Y2844,Nitrate | Nitrate ion | Nitrates,NHNBFGGVMKEFGY-UHFFFAOYSA-N,O=[N+]([O-])[O-]
DB14050,,Cannabidivarin,24274-48-4,I198VBV98I,"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-propylbenzene-1,3-diol | Cannabidivarin | cannabidivarine | Cannabidivarol | CBD-V | CBDV",REOZWEGFPHTFEI-JKSUJKDBSA-N,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O
DB14052,,Malacidin B,,,Malacidin B,SMTCDPMWINUUKC-AVBBYWJWSA-N,CCC(C)CC/C=C\C=C\C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C(C)C(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](C)C[C@H]2C(=O)NC1C)C(C)C(=O)O
DB14054,,Asiatic acid,464-92-6,9PA5A687X5,Asiatic acid | Dammarolic acid,JXSVIVRDWWRQRT-UYDOISQJSA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12
DB14055,EXPT02984 | DB02507,(S)-Warfarin,5543-57-7,HP31W7FNP4,(-)-Warfarin | (S)-4-Hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone | (S)-Warfarin | 4-hydroxy-3-[(1S)-3-oxo-1-phenylbutyl]-2H-chromen-2-one | Levrowarfarin | S-Warfarin,PJVWKTKQMONHTI-HNNXBMFYSA-N,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
DB14056,,Nigericin,28380-24-7,RRU6GY95IS,Azalomycin M | Helixin C | Polyetherin A,DANUORFCFTYTSZ-SJSJOXFOSA-N,CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C
DB14057,,Valinomycin,2001-95-8,N561YS75MN,Potassium ionophore I | Valinomicin,FCFNRCROJUBPLU-DNDCDFAISA-N,CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](C)OC(=O)[C@@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O
DB14058,,Basifungin,127785-64-2,VV0USO6I6U,Aureobasidin A | Basifungin,YHSKJPXGXIYLHB-OTNPUQRPSA-N,CC[C@@H](C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)C(C(C)C)NC1=O
DB14059,,SC-236,170569-86-5,9HGW1H8S2M,,NSQNZEUFHPTJME-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
DB14060,,NS-398,123653-11-2,9SP55KM2KS,N-(2-Cyclohexyloxy-4-nitrophenyl)methanesulfonamide,KTDZCOWXCWUPEO-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1
DB14061,,Hycanthone,3105-97-3,2BXX5EVN2A,1-((2-(Diethylamino)ethyl)amino)-4-(hydroxymethyl)-9H-thioxanthen-9-one | 1-((2-(Diethylamino)ethyl)amino)-4-(hydroxymethyl)thioxanthen-9-one | Hicantona | Hycanthon | Hycanthone | Hycanthonum | Lucanthone metabolite,MFZWMTSUNYWVBU-UHFFFAOYSA-N,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
DB14062,,Concanamycin A,80890-47-7,,Concanamycin A,DJZCTUVALDDONK-HQMSUKCRSA-N,C/C=C/[C@H]1O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C(OC)=C/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](CC)[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@@H]2OC)C[C@@H](O[C@H]2C[C@@H](O)[C@H](OC(N)=O)[C@@H](C)O2)[C@@H]1C
DB14063,,Dexverapamil,38321-02-7,QR5PYD126V,(+)-(R)-verapamil | (+)-verapamil | (R)-(+)-verapamil | (R)-verapamil | Dexvérapamil | Dexverapamil | Dexverapamilo | Dexverapamilum,SGTNSNPWRIOYBX-HHHXNRCGSA-N,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
DB14064,,Emopamil,78370-13-5,M514041RF7,Emopamil | Emopamilo | Emopamilum,DWAWDSVKAUWFHC-UHFFFAOYSA-N,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1
DB14065,,Lomerizine,101477-55-8,DEE37CY4VO,Lomerazine | Lomerizine,JQSAYKKFZOSZGJ-UHFFFAOYSA-N,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC
DB14066,,Tetrandrine,518-34-3,29EX23D5AJ,"(+)-Tetrandrine | (S,S)-Tetrandrine | D-Tetrandrine | Fanchinine | Hanjisong | Sinomenine A | Tetrandrine",WVTKBKWTSCPRNU-KYJUHHDHSA-N,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3
DB14067,,Dofequidar,129716-58-1,0BJK6B565B,Dofequidar,KLWUUPVJTLHYIM-UHFFFAOYSA-N,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1
DB14068,,Dexniguldipine,120054-86-6,N9DG6ZTC43,(+)-niguldipine | (R)-niguldipine | Dexniguldipine,SVJMLYUFVDMUHP-MGBGTMOVSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1
DB14069,,ONT-093,216227-54-2,PK2WD2XC83,,RSJCLODJSVZNQA-BQYQJAHWSA-N,CCOC/C=C/c1ccc(-c2nc(-c3ccc(NC(C)C)cc3)c(-c3ccc(NC(C)C)cc3)[nH]2)cc1
DB14070,,HM-30181,849675-66-7,K4I4I996O4,Encequidar,AHJUHHDDCJQACA-UHFFFAOYSA-N,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2
DB14071,,Desmethylsertraline,87857-41-8,CJJ71O9BE8,Demethylsertraline | N-Demethylsertraline | N-Desmethylsertraline | Norsertraline,SRPXSILJHWNFMK-ZBEGNZNMSA-N,N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
DB14072,,Reversin 121,174630-04-7,,Reversin 121,SVNKEDMVAQBLLN-SVBPBHIXSA-N,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)OC(C)(C)C
DB14073,,Gondoic acid,5561-99-9,UDX6WPL94T,(11Z)-Eicosenoic acid | (11Z)-Icosenoic acid | (Z)-eicos-11-enoic acid | (Z)-icos-11-enoic acid | (Z)-Icosa-11-enoic acid | 11-Eicosenoic acid | 11-Icosenoic acid | cis-11-eicosenoic acid | cis-gondoic acid | cis-Δ11-eicosenoic acid | Eicosenoic acid | Gondoic acid,BITHHVVYSMSWAG-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCCC(=O)O
DB14074,,Icaridin,119515-38-7,N51GQX0837,Icaridin | Icaridina | Icaridinum | Picaridin | Pikaridin | Propidine,QLHULAHOXSSASE-UHFFFAOYSA-N,CCC(C)OC(=O)N1CCCCC1CCO
DB14075,,Imidurea,39236-46-9,M629807ATL,Imidazolidinyl urea | Imidurea,ZCTXEAQXZGPWFG-UHFFFAOYSA-N,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
DB14077,,Magnesium stearate,557-04-0,70097M6I30,"Dibasic magnesium stearate | Magnesium distearate | Magnesium octadecanoate | Magnesium stearate | Octadecanoic acid, magnesium salt | Stearic acid, magnesium salt",HQKMJHAJHXVSDF-UHFFFAOYSA-L,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2]
DB14078,,Medronic acid,1984-15-2,73OS0QIN3O,"Acide medronique | Acido medronico | Acidum medronicum | Medronate | Medronic acid | methanebisphosphonic acid | methanediphosphonic acid | methanediylbis(phosphonic acid) | Methylene-1,1-bisphosphonic acid | Methylenediphosphonic acid",MBKDYNNUVRNNRF-UHFFFAOYSA-N,O=P(O)(O)CP(=O)(O)O
DB14079,,Hydroxybutyloxide,821-33-0,CR6X2Y7NRR,"4,4'-Oxydi-2-butanol | bis(3-hydroxybutyl) ether | Colenormol | Dihydroxydibutylether | Diskin | Dyskinebyl | Hydroxybutyloxide",AFSYRVDDZGJTIL-UHFFFAOYSA-N,CC(O)CCOCCC(C)O
DB14080,,Acetylcysteine magnesium,36330-79-7,038D8XOK12,Acetylcysteine magnesium | Magnesium acetylcysteinate | Magnesium acetylcysteine,CDIFCTOKYOUYOT-SCGRZTRASA-L,CC(=O)N[C@@H](CS)C(=O)[O-].CC(=O)N[C@@H](CS)C(=O)[O-].[Mg+2]
DB14081,,Asiaticoside,16830-15-2,PKO39VY215,Asiaticosid,WYQVAPGDARQUBT-FGWHUCSPSA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12
DB14082,,Betiatide,103725-47-9,9NV2SR34P8,Betiatida | Betiatide,VDPYMEBVIDZKMD-UHFFFAOYSA-N,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
DB14083,,Bisphenol A diglycidyl ether,1675-54-3,F3XRM1NX4H,"2,2-Bis(4-glycidyloxyphenyl)propane | 2,2-bis(4'-glycidyloxyphenyl)propane | 4,4'-isopropylidenediphenol diglycidyl ether | Bisphenol diglycidyl ether | DGEBPA | Diglycidyl bisphenol A ether",LCFVJGUPQDGYKZ-UHFFFAOYSA-N,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
DB14084,,Butylparaben,94-26-8,3QPI1U3FV8,Butyl 4-hydroxybenzoate | Butyl hydroxybenzoate | Butyl p-hydroxy benzoate | Butyl parahydroxybenzoate | Butylparaben,QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(O)cc1
DB14085,,Cadmium,7440-43-9,00BH33GNGH,"cadmio | Cadmium | Cadmium metal | Cadmium metallicum | Cadmium, elemental | Colloidal cadmium | Elemental cadmium | Kadmium",BDOSMKKIYDKNTQ-UHFFFAOYSA-N,[Cd]
DB14086,,Cianidanol,154-23-4,8R1V1STN48,"(+)-catechin | (+)-Catechol | (+)-Cyanidan-3-ol | (+)-Cyanidanol | (2R,3S)-(+)-Catechin | (2R,3S)-catechin | Catechin | Catechuic acid | Cianidanol | Cianidanolum | D-(+)-Catechin | d-Catechin | D-Catechol",PFTAWBLQPZVEMU-DZGCQCFKSA-N,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
DB14088,,Osbond acid,25182-74-5,7S686LQT6T,"(All-Z)-4,7,10,13,16-docosapentaenoic acid | 4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid | all-cis-docosa-4,7,10,13,16-pentaenoic acid | Docosapentaenoic acid (22n-6) | Osbond acid",AVKOENOBFIYBSA-WMPRHZDHSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
DB14089,,Dimercaptosuccinic acid,2418-14-6,4S9JU7XF01,"2,3-Dimercaptobutanedioic acid | 2,3-Dimercaptosuccinic acid",ACTRVOBWPAIOHC-UHFFFAOYSA-N,O=C(O)C(S)C(S)C(=O)O
DB14090,,Dimethyl sulfone,67-71-0,9H4PO4Z4FT,Dimethyl sulfone | Dimethyl sulphone | Methyl sulfone | Methylsulfonyl methane | Methylsulfonylmethane | MSM | Sulfonylbismethane,HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(C)(=O)=O
DB14092,,8-epi-Cyanocobalamin,41325-63-7,1NLZ726SN2,8-epi-Cyanocobalamin | 8-Epicobalamine | Cyano-8-epicobalamin,FDJOLVPMNUYSCM-KYGGNWNPSA-L,CC1=C2N=C(C=C3N=C(C(C)=C4N[C@@](C)(C5N=C1[C@](C)(CCC(O)=NC[C@@H](C)OP(=O)(O)O[C@H]1[C@@H](O)[C@@H]([n+]6c[nH]c7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(=N)O)[C@@](C)(CC(=N)O)[C@@H]4CCC(=N)[O-])[C@@](C)(CC(=N)O)[C@H]3CCC(=N)[O-])C(C)(C)[C@@H]2CCC(=N)[O-].[C-]#N.[Co+3]
DB14093,,"(1,2,6,7-3H)Testosterone",67308-98-9,P57HP4MCQZ,"(1,2,6,7-3H)Testosterone | Testosterone, 1,2,6,7-H-3",MUMGGOZAMZWBJJ-JQSYSRDDSA-N,[3H]C1C2=CC(=O)C([3H])C([3H])[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]2C1[3H]
DB14094,,Tocopherylquinone,7559-04-8,ZO763K43XR,alpha-Tocopherol quinone | alpha-Tocopherolquinone | alpha-Tocopheroquinone | alpha-Tocopherylquinone | alpha-Tocoquinone | ATQ | Metarene | Vitamin E quinone,LTVDFSLWFKLJDQ-IEOSBIPESA-N,CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O
DB14096,,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",,C3019D8IIA,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",WQVNGJIIARFEJV-XSLFZJRCSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](N)C(=O)O
DB14097,,13-cis-12-(3'-Carboxyphenyl)retinoic acid,141948-79-0,Y8U3B6ZM8D,,XKKDQOHDTASHCE-PAZAWXFKSA-N,CC1=C(/C=C/C(C)=C/C=C(C(/C)=C\C(=O)O)\c2cccc(C(=O)O)c2)C(C)(C)CCC1
DB14098,,Cobalamin,13408-78-1,8406EY2OQA,Cobalamin | vitamin B12,ASARMUCNOOHMLO-WLORSUFZSA-L,C/C1=C2/[N-][C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\N=C(/C=C4\N=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O.[Co+2]
DB14099,,"1,2-Distearoyllecithin",4539-70-2,EAG959U971,"1,2-Distearoyl-sn-glycero-3-phosphocholine | 1,2-Distearoyllecithin | 1,2-Distearoylphosphatidylcholine | Dioctadecanoyl phosphatidylcholine | Dioctadecanoyllecithin | Distearoyl-DL-phosphatidylcholine",NRJAVPSFFCBXDT-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
DB14102,,Triethylhexanoin,7360-38-5,7K3W1BIU6K,Triethylhexanoin,DGSZGZSCHSQXFV-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC
DB14103,,Methionine sulfoximine,15985-39-4,M9P6YZ6JX9,"(2S)-2-Amino-4-(S-methylsufonimidoyl)butanoic acid | BUTANOIC ACID, 2-AMINO-4-(S-METHYLSULFONIMIDOYL)-, (2S)- | L-methionine sulfoximine | L-Methionine-S,R-sulfoximine | Methionine sulfoximine | METHIONINE-DL-SULFOXIMINE | METHIONINE-DL-SULFOXIMINE, L-",SXTAYKAGBXMACB-DPVSGNNYSA-N,CS(=N)(=O)CC[C@H](N)C(=O)O
DB14104,,Linoleic acid,60-33-3,9KJL21T0QJ,"(9Z,12Z)-Octadecadienoic acid | (Z,Z)-9,12-octadecadienoic acid | 9-cis,12-cis-Octadecadienoic acid | 9Z,12Z-octadecadienoic acid | acide cis-linoléique | acide linoléique | ácido linoleico | all-cis-9,12-octadecadienoic acid | C18:2 9c, 12c omega6 todos cis-9,12-octadienoico | cis,cis-9,12-octadecadienoic acid | cis,cis-linoleic acid | LA | Linoleic acid | Linolic acid",OYHQOLUKZRVURQ-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
