DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB00157,NUTR00041 | DB01907 | EXPT02287 | DB03527,NADH,58-68-4,4J24DQ0916,"1,4-dihydronicotinamide adenine dinucleotide | DPNH | NAD reduced form | NADH | Nicotinamide adenine dinucleotide (reduced) | Nicotinamide-adenine dinucleotide, reduced | Reduced nicotinamide adenine diphosphate | Reduced nicotinamide-adenine dinucleotide",BOPGDPNILDQYTO-NNYOXOHSSA-N,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
DB00158,NUTR00025,Folic acid,59-30-3,935E97BOY8,"Acide folique | ácido fólico | Acidum folicum | Folacin | Folate | Folic acid | Folic-acid | Folsäure | N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid | N-pteroyl-L-glutamic acid | PteGlu | Pteroyl-L-glutamate | Pteroyl-L-glutamic acid | Pteroyl-L-monoglutamic acid | Pteroylglutamic acid | Vitamin B-9 | Vitamin B9 | Vitamin Bc | Vitamin M",OVBPIULPVIDEAO-LBPRGKRZSA-N,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
DB00159,NUTR00024,Icosapent,10417-94-4,AAN7QOV9EA,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate | (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid | (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid | (all-Z)-5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-eicosapentaenoic acid | 5,8,11,14,17-Icosapentaenoic acid | all-cis-5,8,11,14,17-eicosapentaenoic acid | all-cis-5,8,11,14,17-icosapentaenoic acid | all-cis-icosa-5,8,11,14,17-pentaenoic acid | cis-5,8,11,14,17-eicosapentaenoic acid | cis-5,8,11,14,17-EPA | cis-delta(5,8,11,14,17)-Eicosapentaenoic acid | Eicosapentaenoic acid | EPA | Icosapent | Icosapentaenoic acid | Icosapento | Icosapentum | Timnodonic acid",JAZBEHYOTPTENJ-JLNKQSITSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
DB00160,NUTR00013,Alanine,56-41-7,OF5P57N2ZX,(2S)-2-aminopropanoic acid | (S)-2-aminopropanoic acid | (S)-alanine | Alanina | Alanine | Alaninum | L-2-Aminopropionic acid | L-Alanin | L-alanine | L-alpha-Alanine | L-α-alanine,QNAYBMKLOCPYGJ-REOHCLBHSA-N,C[C@H](N)C(=O)O
DB00161,NUTR00060,Valine,72-18-4,HG18B9YRS7,(2S)-2-Amino-3-methylbutanoic acid | (S)-Valine | 2-Amino-3-methylbutyric acid | L-(+)-alpha-Aminoisovaleric acid | L-alpha-Amino-beta-methylbutyric acid | L-valin | L-valine | Val | Valine,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)[C@H](N)C(=O)O
DB00162,NUTR00007 | APRD00486,Vitamin A,68-26-8,G2SH0XKK91,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol | all-trans-retinol | all-trans-retinyl alcohol | all-trans-vitamin A alcohol | Retinol | Retinolum | Vitamin A Alcohol | Vitamin A1",FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
DB00163,NUTR00061 | EXPT03227,Vitamin E,59-02-9,N9PR3490H9,"(+)-α-tocopherol | (2R,4'R,8'R)-α-tocopherol | (R,R,R)-α-tocopherol | 5,7,8-trimethyltocol | alpha-tocopherol | d-α-tocopherol",GVJHHUAWPYXKBD-IEOSBIPESA-N,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
DB00165,NUTR00002 | APRD00204,Pyridoxine,65-23-6,KV2JZ1BI6Z,"2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine | 3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine | 3-hydroxy-4,5-dimethylol-α-picoline | 5-hydroxy-6-methyl-3,4-pyridinedimethanol | Piridoxina | Pyridoxine | Pyridoxinum | Pyridoxol | Vitamin B 6 | Vitamin B6 | VitaminB6",LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O
DB00166,NUTR00035,Lipoic acid,1200-22-2,VLL71EBS9Z,"(+)-alpha-Lipoic acid | (R)-(+)-Lipoate | (R)-(+)-lipoic acid | (R)-1,2-Dithiolane-3-pentanoic acid | (R)-1,2-dithiolane-3-valeric acid | (R)-6,8-thioctic acid | (R)-lipoic acid | 1,2-dithiolane-3-pentanoic acid | Alpha lipoic acid | alpha-Lipoic acid | alpha-Liponsäure | Arlipoic acid | D-thioctic acid | Lipoic acid | R-(+)-thioctic acid | R-alpha-lipoic acid | Thioctic acid | Thioctic acid D-form | α-lipoic acid",AGBQKNBQESQNJD-SSDOTTSWSA-N,O=C(O)CCCC[C@@H]1CCSS1
DB00167,NUTR00031,Isoleucine,73-32-5,04Y7590D77,"(2S,3S)-2-Amino-3-methylpentanoic acid | 2-Amino-3-methylvaleric acid | alpha-amino-beta-methylvaleric acid | Ile | Isoleucina | Isoleucine | Isoleucinum | L-Isoleucine | α-amino-β-methylvaleric acid",AGPKZVBTJJNPAG-WHFBIAKZSA-N,CC[C@H](C)[C@H](N)C(=O)O
DB00168,NUTR00046,Aspartame,22839-47-0,Z0H242BBR1,1-Methyl N-L-alpha-aspartyl-L-phenylalanate | 1-methyl N-L-α-aspartyl-L-phenylalanate | 3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid | 3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester | 3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid | Asp-phe-ome | Aspartam | Aspartame | Aspartamo | Aspartamum | Aspartylphenylalanine methyl ester | L-Aspartyl-L-phenylalanine methyl ester,IAOZJIPTCAWIRG-QWRGUYRKSA-N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O
DB00169,NUTR00008 | APRD00506,Cholecalciferol,67-97-0,1C6V77QF41,"(+)-vitamin D3 | (3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol | (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol | Activated 7-dehydrocholesterol | Calciol | CC | Cholecalciferol | Cholecalciferolum | Colecalciferol | Colecalciferolum | Oleovitamin D3 | Vitamin D 3 | Vitamin D-3 | Vitamin D3 | Vitamin-D3",QYSXJUFSXHHAJI-YRZJJWOYSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
DB00170,NUTR00062,Menadione,58-27-5,723JX6CXY5,"2-Methyl-1,4-Naphthalenedione | 2-Methyl-1,4-naphthochinon | 2-Methyl-1,4-naphthoquinone | Menadione | Vitamin K 3 | Vitamin K3",MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2C1=O
DB00171,NUTR00017 | EXPT00007,ATP,56-65-5,8L70Q75FXE,Adenosine 5'-triphosphate | Adenosine triphosphate | Adenosine-5'-triphosphate | ATP,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
DB00172,NUTR00047,Proline,147-85-3,9DLQ4CIU6V,(-)-2-Pyrrolidinecarboxylic acid | (−)-(S)-proline | (−)-2-pyrrolidinecarboxylic acid | (−)-proline | (2S)-pyrrolidine-2-carboxylic acid | (S)-2-Carboxypyrrolidine | (S)-2-Pyrrolidinecarboxylic acid | (S)-pyrrolidine-2-carboxylic acid | 2-Pyrrolidinecarboxylic acid | L-(−)-proline | L-alpha-pyrrolidinecarboxylic acid | L-Prolin | L-Prolina | L-Proline | L-pyrrolidine-2-carboxylic acid | L-α-pyrrolidinecarboxylic acid | P | Prolina | Proline | Prolinum,ONIBWKKTOPOVIA-BYPYZUCNSA-N,O=C(O)[C@@H]1CCCN1
DB00173,NUTR00012 | EXPT00520,Adenine,73-24-5,JAC85A2161,6-Aminopurine | Adenin | Adenine | Vitamin B4,GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2nc[nH]c12
DB00174,NUTR00015,Asparagine,70-47-3,5Z33R5TKO7,"(2S)-2-amino-3-carbamoylpropanoic acid | (2S)-2,4-diamino-4-oxobutanoic acid | (S)-2-amino-3-carbamoylpropanoic acid | (S)-Asparagine | 2-Aminosuccinamic acid | alpha-aminosuccinamic acid | Asn | Asparagine | Aspartamic acid | L-2-aminosuccinamic acid | L-Asparagine | L-aspartic acid beta-amide | L-aspartic acid β-amide | α-aminosuccinamic acid",DCXYFEDJOCDNAF-REOHCLBHSA-N,NC(=O)C[C@H](N)C(=O)O
DB00175,APRD00328,Pravastatin,81093-37-0,KXO2KT9N0G,"(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid | Pravastatin | Pravastatin acid | Pravastatina | Pravastatine | Pravastatinum",TUZYXOIXSAXUGO-PZAWKZKUSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
DB00176,APRD00425,Fluvoxamine,54739-18-3,O4L1XPO44W,Fluvoxamina | Fluvoxamine | Fluvoxaminum,CJOFXWAVKWHTFT-XSFVSMFZSA-N,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
DB00177,APRD00133,Valsartan,137862-53-4,80M03YXJ7I,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine | N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine | N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine | Valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
DB00178,APRD00009,Ramipril,87333-19-5,L35JN3I7SJ,"(2S-(1(R*(R*)),2alpha,3abeta,6abeta))-1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid | Ramipril | Ramiprilum",HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
DB00179,APRD01084 | DB05900,Masoprocol,27686-84-6,7BO8G1BYQU,"erythro-nordihydroguaiaretic acid | Masoprocol | Masoprocolum | meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane | meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane | meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol | meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol) | meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol | meso-NDGA | meso-nordihydroguaiaretic acid | meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan | Nordihydroguaiaretic acid",HCZKYJDFEPMADG-TXEJJXNPSA-N,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
DB00180,APRD00976,Flunisolide,3385-03-3,78M02AA8KF,Flunisolida | Flunisolide | Flunisolide anhydrous | Flunisolidum,XSFJVAJPIHIPKU-XWCQMRHXSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
DB00181,APRD00551,Baclofen,1134-47-0,H789N3FKE8,(+-)-Baclofen | 4-Amino-3-(4-chlorophenyl)butyric acid | Baclofen | Baclofène | Baclofeno | Baclofenum | beta-(4-Chlorophenyl)gaba | beta-(Aminomethyl)-4-chlorobenzenepropanoic acid | beta-(Aminomethyl)-p-chlorohydrocinnamic acid | beta-(p-Chlorophenyl)-gamma-aminobutyric acid | DL-4-Amino-3-p-chlorophenylbutanoic acid | DL-Baclofen | gamma-Amino-beta-(p-chlorophenyl)butyric acid,KPYSYYIEGFHWSV-UHFFFAOYSA-N,NCC(CC(=O)O)c1ccc(Cl)cc1
DB00182,APRD00480,Amphetamine,300-62-9,CK833KGX7E,(+-)-alpha-Methylphenylethylamine | 1-phenyl-2-aminopropane | alpha-Methylbenzeneethaneamine | Amfetamina | Amfetamine | Amfetaminum | Amphetamine | beta-Aminopropylbenzene | beta-Phenylisopropylamin | Desoxynorephedrine | rac-(2R)-1-phenylpropan-2-amine | rac-amphetamine | α-methylbenzeneethaneamine | α-methylphenethylamine | β-aminopropylbenzene | β-phenylisopropylamine,KWTSXDURSIMDCE-UHFFFAOYSA-N,CC(N)Cc1ccccc1
DB00183,APRD01172,Pentagastrin,5534-95-2,EF0NX91490,Pentagastrin,NEYNJQRKHLUJRU-DZUOILHNSA-N,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
DB00184,APRD00200 | EXPT02315 | DB09463 | DB11303,Nicotine,54-11-5,6M3C89ZY6R,(−)-nicotine | (S)-(−)-nicotine | (S)-3-(1-methylpyrrolidin-2-yl)pyridine | (S)-3-(N-methylpyrrolidin-2-yl)pyridine | (S)-Nicotine | 3-(2-(N-methylpyrrolidinyl))pyridine | 3-(N-methylpyrollidino)pyridine | L(−)-nicotine | Nicotina | Nicotine | Nicotine betadex | Nicotine polacrilex | Nikotin | Nikotyna,SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1
DB00185,APRD00224,Cevimeline,107233-08-9,K9V0CDQ56E,"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine | Cevimelina | Cévimèline | Cevimeline | Cevimelinum",WUTYZMFRCNBCHQ-LHIURRSHSA-N,CC1O[C@@]2(CS1)CN1CCC2CC1
DB00186,APRD00116,Lorazepam,846-49-1,O26FZP769L,Loracepam | Lorazepam | o-Chlorooxazepam | o-Chloroxazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
DB00187,APRD00954,Esmolol,81147-92-4,MDY902UXSR,(±)-esmolol | (±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate | 3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester | Esmolol | Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate | methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate,AQNDDEOPVVGCPG-UHFFFAOYSA-N,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
DB00188,APRD00828 | DB07475,Bortezomib,179324-69-7,69G8BD63PP,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid | [(1R)-3-Methyl-1-[[(2S)-1-oxo-3-phenyl-2-[(pyrazinylcarbonyl)amino]propyl]amino]butyl]boronic Acid | Bortezomib | Bortézomib | BTZ | N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide,GXJABQQUPOEUTA-RDJZCZTQSA-N,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
DB00189,APRD00958,Ethchlorvynol,113-18-8,6EIM3851UZ,1-chloro-3-ethyl-1-penten-4-yn-3-ol | 1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol | 3-(beta-chlorovinyl)-1-pentyn-3-ol | 3-(β-chlorovinyl)-1-pentyn-3-ol | etclorvinol | Ethchlorvynol | ethyl β-chlorovinyl ethynyl carbinol | β-chlorovinyl ethyl ethynyl carbinol,ZEHYJZXQEQOSON-AATRIKPKSA-N,C#CC(O)(/C=C/Cl)CC
DB00190,APRD00160,Carbidopa,28860-95-9,KR87B45RGH,"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate | (S)-(−)-carbidopa | (S)-carbidopa | (αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid | Carbidopa | Carbidopa (anhydrous) | Carbidopa anhydrous | Carbidopum | L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid | L-α-methyldopahydrazine",TZFNLOMSOLWIDK-JTQLQIEISA-N,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
DB00191,APRD00093,Phentermine,122-09-8,C045TQL4WP,"alpha,alpha-Dimethylphenethylamine | Fentermina | Phentermine | Phentermine resin | Phenterminum",DHHVAGZRUROJKS-UHFFFAOYSA-N,CC(C)(N)Cc1ccccc1
DB00192,APRD01032,Indecainide,74517-78-5,3AZF20DM1T,Indecainida | Indecainide | Indecainidum,UCEWGESNIULAGX-UHFFFAOYSA-N,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21
DB00193,APRD00028,Tramadol,27203-92-5,39J1LGJ30J,Tramadol | Tramadolum,TVYLLZQTGLZFBW-UHFFFAOYSA-N,COc1cccc(C2(O)CCCCC2CN(C)C)c1
DB00194,APRD00333 | EXPT02753,Vidarabine,24356-66-9,3XQD2MEW34,9-beta-D-arabinofuranosyl-9H-purin-6-amine | 9-beta-D-arabinofuranosyl-adenine | 9-beta-D-Arabinofuranosyladenine | 9-β-D-arabinofuranosyl-9H-purin-6-amine | 9-β-D-arabinofuranosyladenine | Spongoadenosine | Vidarabine | Vidarabinum,OIRDTQYFTABQOQ-UHTZMRCNSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB00195,APRD00245,Betaxolol,63659-18-7,O0ZR1R6RZ2,1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol | 1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol | Betaxolol | Bétaxolol | Betaxololum,NWIUTZDMDHAVTP-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
DB00196,APRD00327,Fluconazole,86386-73-4,8VZV102JFY,Diflucan | Difluconazole | Fluconazol | Fluconazole | Fluconazolum | Triflucan,RFHAOTPXVQNOHP-UHFFFAOYSA-N,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
DB00197,APRD00488,Troglitazone,97322-87-7,I66ZZ0ZN0E,Troglitazona | Troglitazone,GXPHKUHSUJUWKP-UHFFFAOYSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
DB00198,APRD01148,Oseltamivir,196618-13-0,20O93L6F9H,"(−)-oseltamivir | 1-Cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))- | Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate | Oseltamivir | Oséltamivir | Oseltamivirum",VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
DB00199,APRD00953,Erythromycin,114-07-8,63937KV33D,3''-O-demethylerythromycin | Abomacetin | Eritromicina | Erythromycin | Erythromycin A | Erythromycin C | érythromycine | Erythromycinum,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
DB00200,APRD01022,Hydroxocobalamin,13422-51-0,Q40X8H422O,Hydroxocobalamin | Hydroxocobalamin anhydrous | Hydroxocobalamine | Hydroxocobalaminum anhydrous | Hydroxycobalamin | OH-Cbl | Vitamin B-12b,YOZNUFWCRFCGIH-WZHZPDAFSA-K,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325(O)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
DB00201,APRD00673,Caffeine,58-08-2,3G6A5W338E,"1-methyltheobromine | 1,3,7-trimethyl-2,6-dioxopurine | 1,3,7-trimethylpurine-2,6-dione | 1,3,7-trimethylxanthine | 3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion | 7-methyltheophylline | Anhydrous caffeine | Cafeína | Caféine | Caffeine | Caffeinum | Coffein | Coffeinum | Guaranine | Koffein | Mateína | Methyltheobromine | Teína | Thein | Theine",RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2C)n(C)c1=O
DB00202,APRD00159,Succinylcholine,306-40-1,J2R869A8YF,"2,2'-[(1,4-dioxobutane-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium) | Dicholine succinate | Succinocholine | Succinoylcholine | Succinylbischoline | Succinylcholine | Succinyldicholine | Suxamethonium | Suxaméthonium",AXOIZCJOOAYSMI-UHFFFAOYSA-N,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
DB00203,APRD00556,Sildenafil,139755-83-2,3M7OB98Y7H,"1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine | Sildenafil | Sildenafilo",BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
DB00204,APRD00367,Dofetilide,115256-11-6,R4Z9X1N2ND,beta-((p-Methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide | Dofetilida | Dofetilide | Dofetilidum,IXTMWRCNAAVVAI-UHFFFAOYSA-N,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
DB00205,APRD00599,Pyrimethamine,58-14-0,Z3614QOX8W,"2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine | 2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine | 5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine | 5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine | CD | Chloridine | Chloridyn | Diaminopyritamin | Ethylpyrimidine | Pirimetamina | Primethamine | Pyrimethamine | Pyriméthamine | Pyrimethaminum",WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
DB00206,APRD00472,Reserpine,50-55-5,8B1QWR724A,"(−)-reserpine | (3beta,16beta,17alpha,18beta,20alpha)-11,17-Dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester | 3,4,5-trimethoxybenzoyl methyl reserpate | Reserpin | Reserpine",QEVHRUUCFGRFIF-MDEJGZGSSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
DB00207,APRD00397,Azithromycin,83905-01-5,J2KLZ20U1M,Azithromycin | Azithromycine | Azithromycinum | Azitromicina,MQTOSJVFKKJCRP-BICOPXKESA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
DB00208,APRD01257,Ticlopidine,55142-85-3,OM90ZUW7M1,Ticlopidina | Ticlopidine | Ticlopidinum,PHWBOXQYWZNQIN-UHFFFAOYSA-N,Clc1ccccc1CN1CCc2sccc2C1
DB00209,APRD00393,Trospium,47608-32-2,T4Y8ORK057,Trospium,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
DB00210,APRD00780,Adapalene,106685-40-9,1L4806J2QF,6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid | Adapalene | Adapalène | Adapaleno | Adapalenum,LZCDAPDGXCYOEH-UHFFFAOYSA-N,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
DB00211,APRD01116,Midodrine,42794-76-3,6YE7PBM15H,"(±)-2-amino-N-(β-hydroxy-2,5-dimethoxyphenethyl)acetamide | 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol | 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide | DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid | Midodrin | Midodrina | Midodrine | Midodrinum",PTKSEFOSCHHMPD-UHFFFAOYSA-N,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
DB00212,APRD00163,Remikiren,126222-34-2,LC7FBL96A4,Remikiren,UXIGZRQVLGFTOU-VQXQMPIVSA-N,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
DB00213,APRD00073,Pantoprazole,102625-70-7,D8TST4O562,Pantoprazol | Pantoprazole | Pantoprazolum,IQPSEEYGBUAQFF-UHFFFAOYSA-N,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
